model	omega	E_kin	E_pot	U	eb1_1	eb2_1	eb3_1	eb4_1	mu	t	tb1_1	tb2_1	tb3_1	tb4_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	E0_1	sector_1	n_1	githash	version	distance	diff_param	diff_hybrid	script	time	
2L_4b_gen	0.51931597	-1.0040475	0.31282436	4	0.38378415	-0.21031823	0.38117485	-0.2078893	1.075	1	0.31855867	0.33400011	0.31776453	0.33345792	0.87539831	-1.0040475	nan	nan	nan	nan	nan	0.91029692	-0.61496884	nan	nan	nan	nan	-4.3363255	R0:N6:S0:1	0.91029692	20a4d9d	v2.1.5	 3.84e-02	 1.76e-03	 2.09e-03	general_bath_1D.py	2023-07-27@13:06
2L_4b_gen	0.52442733	-1.0034027	0.31162312	4	0.38591679	-0.21260957	0.38374282	-0.21011188	1.075	1	0.31982752	0.33382723	0.31908644	0.33329929	0.87627674	-1.0034027	nan	nan	nan	nan	nan	0.91278744	-0.61526874	nan	nan	nan	nan	-4.3462738	R0:N6:S0:1	0.91278744	20a4d9d	v2.1.5	 3.80e-02	 2.95e-03	 2.72e-03	general_bath_1D.py	2023-07-27@13:07
2L_4b_gen	0.52056416	-1.0030481	0.31117894	4	0.38198234	-0.21095575	0.37930404	-0.20861322	1.075	1	0.31663306	0.33589561	0.31584004	0.33536849	0.87453622	-1.0030481	nan	nan	nan	nan	nan	0.91073126	-0.6136862	nan	nan	nan	nan	-4.339067	R0:N6:S0:1	0.91073126	20a4d9d	v2.1.5	 3.87e-02	 2.00e-03	 5.88e-03	general_bath_1D.py	2023-07-27@13:08
2L_4b_gen	0.51915443	-1.0064713	0.31585129	4	0.38008319	-0.2099844	0.37660023	-0.2072531	1.075	1	0.31876167	0.33374265	0.31780526	0.33308715	0.8752025	-1.0064713	nan	nan	nan	nan	nan	0.9104344	-0.61564884	nan	nan	nan	nan	-4.3359742	R0:N6:S0:1	0.9104344	20a4d9d	v2.1.5	 3.85e-02	 9.61e-04	 4.74e-03	general_bath_1D.py	2023-07-27@13:08
2L_4b_gen	0.52125851	-1.0032857	0.31521243	4	0.38062128	-0.21074614	0.37833855	-0.20798762	1.075	1	0.31856645	0.33489989	0.31774319	0.3343413	0.87473612	-1.0032857	nan	nan	nan	nan	nan	0.90972817	-0.6129559	nan	nan	nan	nan	-4.3402363	R0:N6:S0:1	0.90972817	20a4d9d	v2.1.5	 3.86e-02	 8.33e-04	 1.81e-03	general_bath_1D.py	2023-07-27@13:09
2L_4b_gen	0.52242762	-1.0016859	0.30945473	4	0.38215048	-0.21153119	0.37947444	-0.20889438	1.075	1	0.31876237	0.33445628	0.31792517	0.33388065	0.87586746	-1.0016859	nan	nan	nan	nan	nan	0.91033122	-0.61249959	nan	nan	nan	nan	-4.3423528	R0:N6:S0:1	0.91033122	20a4d9d	v2.1.5	 3.84e-02	 3.07e-03	 1.63e-03	general_bath_1D.py	2023-07-27@13:10
2L_4b_gen	0.52376585	-1.0019569	0.31114835	4	0.38767327	-0.21258012	0.38587222	-0.21020668	1.075	1	0.3193088	0.33415439	0.31862946	0.33367835	0.87486369	-1.0019569	nan	nan	nan	nan	nan	0.91069999	-0.61420774	nan	nan	nan	nan	-4.3451156	R0:N6:S0:1	0.91069999	20a4d9d	v2.1.5	 3.85e-02	 3.17e-03	 2.55e-03	general_bath_1D.py	2023-07-27@13:11
2L_4b_gen	0.52237219	-1.0029473	0.31254173	4	0.38202908	-0.212283	0.37917187	-0.209701	1.075	1	0.31813024	0.33427967	0.317285	0.33369549	0.87589351	-1.0029473	nan	nan	nan	nan	nan	0.91269684	-0.6141744	nan	nan	nan	nan	-4.3436644	R0:N6:S0:1	0.91269684	20a4d9d	v2.1.5	 3.96e-02	 8.37e-03	 1.74e-03	general_bath_1D.py	2023-07-27@13:12
2L_4b_gen	0.52074048	-1.0045232	0.31147801	4	0.36625154	-0.21043811	0.36201574	-0.20853247	1.075	1	0.31578478	0.33359163	0.31488191	0.33299946	0.8759098	-1.0045232	nan	nan	nan	nan	nan	0.90842497	-0.6119546	nan	nan	nan	nan	-4.3391935	R0:N6:S0:1	0.90842497	20a4d9d	v2.1.5	 3.80e-02	 1.06e-02	 5.01e-03	general_bath_1D.py	2023-07-27@13:13
2L_4b_gen	0.52396801	-1.0014711	0.31150696	4	0.38512579	-0.21167575	0.3839599	-0.20940951	1.075	1	0.32073433	0.3337681	0.32015489	0.33335797	0.87534773	-1.0014711	nan	nan	nan	nan	nan	0.90977809	-0.61139154	nan	nan	nan	nan	-4.3453144	R0:N6:S0:1	0.90977809	20a4d9d	v2.1.5	 3.77e-02	 3.17e-03	 5.49e-03	general_bath_1D.py	2023-07-27@13:13

model	omega	E_kin	E_pot	U	eb1_1	eb2_1	eb3_1	eb4_1	mu	t	tb1_1	tb2_1	tb3_1	tb4_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	E0_1	sector_1	n_1	githash	version	distance	diff_param	diff_hybrid	script	time	
2L_4b_gen	0.52607176	-1.0008143	0.31469488	4	0.39166417	-0.21263205	0.38978572	-0.21054218	1.1	1	0.3209306	0.33464723	0.32029929	0.33420149	0.87969777	-1.0008143	nan	nan	nan	nan	nan	0.91352186	-0.61450443	nan	nan	nan	nan	-4.3939369	R0:N6:S0:1	0.91352186	20a4d9d	v2.1.5	 3.78e-02	 5.80e-03	 1.00e+06	general_bath_1D.py	2023-07-27@13:14
2L_4b_gen	0.52740737	-1.0020212	0.31697074	4	0.40104636	-0.21552416	0.40216576	-0.21324509	1.1	1	0.31834562	0.33505462	0.31803628	0.33481553	0.88036636	-1.0020212	nan	nan	nan	nan	nan	0.91846564	-0.6191406	nan	nan	nan	nan	-4.3964594	R0:N6:S0:1	0.91846564	20a4d9d	v2.1.5	 3.73e-02	 2.72e-03	 7.21e-03	general_bath_1D.py	2023-07-27@13:15
2L_4b_gen	0.52324895	-1.0002184	0.3132903	4	0.39804572	-0.21346424	0.39806706	-0.21143573	1.1	1	0.31557295	0.33729221	0.31516327	0.33701112	0.88167423	-1.0002184	nan	nan	nan	nan	nan	0.91925624	-0.61790577	nan	nan	nan	nan	-4.3884653	R0:N6:S0:1	0.91925624	20a4d9d	v2.1.5	 3.82e-02	 3.81e-03	 6.14e-03	general_bath_1D.py	2023-07-27@13:16
2L_4b_gen	0.52831398	-1.0017133	0.31474917	4	0.39134743	-0.21663091	0.39114534	-0.21427997	1.1	1	0.31428408	0.33639026	0.31379155	0.33604922	0.88169181	-1.0017133	nan	nan	nan	nan	nan	0.91807812	-0.61829737	nan	nan	nan	nan	-4.3984149	R0:N6:S0:1	0.91807812	20a4d9d	v2.1.5	 3.80e-02	 1.90e-03	 4.23e-03	general_bath_1D.py	2023-07-27@13:17
2L_4b_gen	0.52952136	-1.0024502	0.31571975	4	0.3943231	-0.21678068	0.39520736	-0.21441046	1.1	1	0.31554217	0.33656706	0.31517699	0.33630864	0.88122322	-1.0024502	nan	nan	nan	nan	nan	0.91755316	-0.61908525	nan	nan	nan	nan	-4.400625	R0:N6:S0:1	0.91755316	20a4d9d	v2.1.5	 3.77e-02	 2.99e-03	 1.03e-03	general_bath_1D.py	2023-07-27@13:18
2L_4b_gen	0.53090082	-0.99846558	0.31160905	4	0.40012521	-0.21732197	0.40107126	-0.21520805	1.1	1	0.3164908	0.33706345	0.31618305	0.33683614	0.881683	-0.99846558	nan	nan	nan	nan	nan	0.91883123	-0.61665198	nan	nan	nan	nan	-4.4034311	R0:N6:S0:1	0.91883123	20a4d9d	v2.1.5	 3.80e-02	 2.22e-03	 1.57e-03	general_bath_1D.py	2023-07-27@13:18
2L_4b_gen	0.52970068	-1.0004376	0.29804319	4	0.39647134	-0.2173083	0.3964563	-0.21515811	1.1	1	0.3151099	0.33657472	0.31468018	0.33627311	0.88184992	-1.0004376	nan	nan	nan	nan	nan	0.91911464	-0.61818311	nan	nan	nan	nan	-4.4011847	R0:N6:S0:1	0.91911464	20a4d9d	v2.1.5	 3.82e-02	 2.95e-03	 1.31e-03	general_bath_1D.py	2023-07-27@13:19
2L_4b_gen	0.5280029	-1.0006079	0.31468071	4	0.39049129	-0.21621533	0.39096016	-0.21391675	1.1	1	0.31458886	0.33615364	0.31418847	0.33587191	0.88262997	-1.0006079	nan	nan	nan	nan	nan	0.91858754	-0.61750859	nan	nan	nan	nan	-4.3975935	R0:N6:S0:1	0.91858754	20a4d9d	v2.1.5	 3.79e-02	 3.43e-03	 1.98e-03	general_bath_1D.py	2023-07-27@13:20
2L_4b_gen	0.53132804	-1.0004593	0.31716484	4	0.39661405	-0.21803834	0.39778452	-0.21592293	1.1	1	0.31486263	0.33724407	0.31458432	0.3370308	0.88052451	-1.0004593	nan	nan	nan	nan	nan	0.91798122	-0.61811735	nan	nan	nan	nan	-4.4046503	R0:N6:S0:1	0.91798122	20a4d9d	v2.1.5	 3.82e-02	 4.41e-03	 2.69e-03	general_bath_1D.py	2023-07-27@13:21
2L_4b_gen	0.52597226	-0.99688131	0.31128885	4	0.38927621	-0.21524934	0.38898485	-0.21282704	1.1	1	0.31489572	0.3354414	0.31438469	0.33507854	0.88068562	-0.99688131	nan	nan	nan	nan	nan	0.91574997	-0.61378205	nan	nan	nan	nan	-4.3934874	R0:N6:S0:1	0.91574997	20a4d9d	v2.1.5	 3.76e-02	 5.93e-03	 3.98e-03	general_bath_1D.py	2023-07-27@13:22
2L_4b_gen	0.52916641	-1.0018062	0.2875064	4	0.40056079	-0.21687386	0.40073627	-0.21483003	1.1	1	0.31698574	0.33540683	0.31660475	0.33513315	0.88146319	-1.0018062	nan	nan	nan	nan	nan	0.91842017	-0.62021878	nan	nan	nan	nan	-4.3999452	R0:N6:S0:1	0.91842017	20a4d9d	v2.1.5	 3.82e-02	 2.39e-03	 3.56e-03	general_bath_1D.py	2023-07-27@13:22
2L_4b_gen	0.52982579	-1.0002765	0.30521389	4	0.39618839	-0.21747819	0.39700279	-0.21508033	1.1	1	0.31492359	0.33674714	0.3145484	0.33646606	0.88041406	-1.0002765	nan	nan	nan	nan	nan	0.91734311	-0.61761459	nan	nan	nan	nan	-4.4013402	R0:N6:S0:1	0.91734311	20a4d9d	v2.1.5	 3.79e-02	 1.91e-03	 2.84e-03	general_bath_1D.py	2023-07-27@13:23
2L_4b_gen	0.52656157	-1.0011057	0.29195182	4	0.39916338	-0.21543961	0.39909537	-0.21312302	1.1	1	0.31675073	0.33586332	0.3162848	0.33553044	0.88122323	-1.0011057	nan	nan	nan	nan	nan	0.91808922	-0.61919313	nan	nan	nan	nan	-4.3947731	R0:N6:S0:1	0.91808922	20a4d9d	v2.1.5	 3.81e-02	 1.19e-03	 2.23e-03	general_bath_1D.py	2023-07-27@13:24
2L_4b_gen	0.52757888	-0.99905125	0.31555302	4	0.39733073	-0.21641062	0.39762159	-0.21403398	1.1	1	0.31533491	0.33614746	0.3149032	0.33583158	0.88123514	-0.99905125	nan	nan	nan	nan	nan	0.9185344	-0.61688903	nan	nan	nan	nan	-4.3967498	R0:N6:S0:1	0.9185344	20a4d9d	v2.1.5	 3.78e-02	 5.23e-04	 1.50e-03	general_bath_1D.py	2023-07-27@13:25
2L_4b_gen	0.52919184	-0.99980309	0.31442343	4	0.39721601	-0.21672119	0.39707051	-0.21463428	1.1	1	0.31546059	0.33697226	0.31502855	0.33666762	0.88162634	-0.99980309	nan	nan	nan	nan	nan	0.9190594	-0.61713156	nan	nan	nan	nan	-4.4001416	R0:N6:S0:1	0.9190594	20a4d9d	v2.1.5	 3.79e-02	 1.55e-03	 1.18e-03	general_bath_1D.py	2023-07-27@13:26
2L_4b_gen	0.5286704	-0.99905532	0.31538906	4	0.39414126	-0.21642664	0.39407203	-0.21408214	1.1	1	0.3151313	0.33687031	0.31465652	0.33654029	0.8803724	-0.99905532	nan	nan	nan	nan	nan	0.91674685	-0.61583054	nan	nan	nan	nan	-4.3989709	R0:N6:S0:1	0.91674685	20a4d9d	v2.1.5	 3.76e-02	 2.28e-03	 9.34e-04	general_bath_1D.py	2023-07-27@13:27
2L_4b_gen	0.5307117	-1.0024757	0.31564497	4	0.39820744	-0.21730264	0.39846486	-0.2151677	1.1	1	0.31643213	0.33663624	0.3160398	0.33635703	0.87986417	-1.0024757	nan	nan	nan	nan	nan	0.91628122	-0.61976507	nan	nan	nan	nan	-4.4032062	R0:N6:S0:1	0.91628122	20a4d9d	v2.1.5	 3.81e-02	 2.12e-03	 1.77e-03	general_bath_1D.py	2023-07-27@13:28

model	omega	E_kin	E_pot	U	eb1_1	eb2_1	eb3_1	eb4_1	mu	t	tb1_1	tb2_1	tb3_1	tb4_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	E0_1	sector_1	n_1	githash	version	distance	diff_param	diff_hybrid	script	time	
2L_4b_gen	0.5293245	-0.999494	0.32432578	4	0.4018912	-0.21613367	0.40237808	-0.21366808	1.15	1	0.31732373	0.3356896	0.31689712	0.33537137	0.89326362	-0.999494	nan	nan	nan	nan	nan	0.92566875	-0.62094343	nan	nan	nan	nan	-4.4891042	R0:N6:S0:1	0.92566875	20a4d9d	v2.1.5	 3.54e-02	 2.74e-02	 1.00e+06	general_bath_1D.py	2023-07-27@13:28
2L_4b_gen	0.5538197	-0.99140735	0.32098477	4	0.45128217	-0.23015533	0.45713336	-0.23005437	1.15	1	0.31664042	0.3423429	0.31726963	0.34273663	0.8901628	-0.99140735	nan	nan	nan	nan	nan	0.93024692	-0.62449598	nan	nan	nan	nan	-4.5382623	R0:N6:S0:1	0.93024692	20a4d9d	v2.1.5	 3.57e-02	 2.28e-03	 2.12e-02	general_bath_1D.py	2023-07-27@13:29
2L_4b_gen	0.5454702	-0.99159981	0.32063762	4	0.45417568	-0.22831076	0.4576741	-0.22736896	1.15	1	0.31466633	0.3399965	0.31487163	0.34008482	0.89144932	-0.99159981	nan	nan	nan	nan	nan	0.93150005	-0.62757945	nan	nan	nan	nan	-4.5211739	R0:N6:S0:1	0.93150005	20a4d9d	v2.1.5	 3.55e-02	 4.65e-03	 3.83e-03	general_bath_1D.py	2023-07-27@13:30
2L_4b_gen	0.55205232	-0.99278093	0.32342383	4	0.46239892	-0.23192923	0.46638844	-0.2311635	1.15	1	0.31484534	0.3408931	0.31513846	0.34104231	0.89211247	-0.99278093	nan	nan	nan	nan	nan	0.93382189	-0.630393	nan	nan	nan	nan	-4.5341961	R0:N6:S0:1	0.93382189	20a4d9d	v2.1.5	 3.58e-02	 1.70e-03	 3.60e-03	general_bath_1D.py	2023-07-27@13:31
2L_4b_gen	0.55339932	-0.99119734	0.32425771	4	0.46008361	-0.23287651	0.46452877	-0.23204631	1.15	1	0.31283545	0.3424411	0.31316785	0.34259853	0.89103516	-0.99119734	nan	nan	nan	nan	nan	0.93267833	-0.62914823	nan	nan	nan	nan	-4.5371215	R0:N6:S0:1	0.93267833	20a4d9d	v2.1.5	 3.60e-02	 3.90e-03	 2.97e-03	general_bath_1D.py	2023-07-27@13:32
2L_4b_gen	0.54897203	-0.99218993	0.31984797	4	0.45298951	-0.23103462	0.45720895	-0.23011003	1.15	1	0.31237575	0.3402062	0.31267357	0.34033974	0.89082076	-0.99218993	nan	nan	nan	nan	nan	0.9314968	-0.62917474	nan	nan	nan	nan	-4.5281269	R0:N6:S0:1	0.9314968	20a4d9d	v2.1.5	 3.54e-02	 5.29e-03	 3.31e-03	general_bath_1D.py	2023-07-27@13:33
2L_4b_gen	0.5489642	-0.99396884	0.32047527	4	0.4634751	-0.23073732	0.46743968	-0.22992956	1.15	1	0.31446039	0.34082188	0.31473486	0.34095482	0.88957772	-0.99396884	nan	nan	nan	nan	nan	0.93192375	-0.63161174	nan	nan	nan	nan	-4.5283912	R0:N6:S0:1	0.93192375	20a4d9d	v2.1.5	 3.62e-02	 9.48e-03	 2.06e-03	general_bath_1D.py	2023-07-27@13:33
2L_4b_gen	0.54102596	-0.98922635	0.32118026	4	0.44456294	-0.22682833	0.44984192	-0.2259115	1.15	1	0.31194567	0.3387148	0.31236281	0.33892398	0.89276393	-0.98922635	nan	nan	nan	nan	nan	0.93184388	-0.62518862	nan	nan	nan	nan	-4.5120031	R0:N6:S0:1	0.93184388	20a4d9d	v2.1.5	 3.54e-02	 1.03e-02	 4.62e-03	general_bath_1D.py	2023-07-27@13:34
2L_4b_gen	0.55700778	-0.99279202	0.32425012	4	0.4638985	-0.23445763	0.46756927	-0.23387271	1.15	1	0.31422348	0.34199114	0.31450578	0.34214479	0.89064917	-0.99279202	nan	nan	nan	nan	nan	0.93201595	-0.63093031	nan	nan	nan	nan	-4.5441343	R0:N6:S0:1	0.93201595	20a4d9d	v2.1.5	 3.57e-02	 3.04e-03	 6.52e-03	general_bath_1D.py	2023-07-27@13:35
2L_4b_gen	0.548072	-0.98887072	0.32165245	4	0.45940324	-0.23052935	0.4641297	-0.22973166	1.15	1	0.31351919	0.33992331	0.3138865	0.34010671	0.89237605	-0.98887072	nan	nan	nan	nan	nan	0.9330251	-0.62763219	nan	nan	nan	nan	-4.5259866	R0:N6:S0:1	0.9330251	20a4d9d	v2.1.5	 3.56e-02	 2.38e-03	 2.78e-03	general_bath_1D.py	2023-07-27@13:36
2L_4b_gen	0.55481955	-0.99013309	0.31874154	4	0.46218258	-0.23406397	0.4665477	-0.23336795	1.15	1	0.31281287	0.34148276	0.31316495	0.34165466	0.8922996	-0.99013309	nan	nan	nan	nan	nan	0.93453744	-0.62976018	nan	nan	nan	nan	-4.5397354	R0:N6:S0:1	0.93453744	20a4d9d	v2.1.5	 3.59e-02	 4.42e-03	 2.88e-03	general_bath_1D.py	2023-07-27@13:37
2L_4b_gen	0.55018608	-0.99042692	0.33251454	4	0.45391346	-0.23210196	0.45812045	-0.23112753	1.15	1	0.31080318	0.3414112	0.31109067	0.34152917	0.89059692	-0.99042692	nan	nan	nan	nan	nan	0.93118189	-0.6277305	nan	nan	nan	nan	-4.5306439	R0:N6:S0:1	0.93118189	20a4d9d	v2.1.5	 3.55e-02	 5.19e-03	 2.48e-03	general_bath_1D.py	2023-07-27@13:39
2L_4b_gen	0.55333635	-0.99298192	0.32476214	4	0.46356142	-0.23270843	0.46715866	-0.23195409	1.15	1	0.31518405	0.34056251	0.31543483	0.34068873	0.89135686	-0.99298192	nan	nan	nan	nan	nan	0.93329066	-0.63053888	nan	nan	nan	nan	-4.5368965	R0:N6:S0:1	0.93329066	20a4d9d	v2.1.5	 3.56e-02	 2.93e-03	 3.93e-03	general_bath_1D.py	2023-07-27@13:40
2L_4b_gen	0.55163282	-0.99335919	0.29932354	4	0.45807943	-0.23188833	0.46218591	-0.23100219	1.15	1	0.31309986	0.3419758	0.31338353	0.34210335	0.89141303	-0.99335919	nan	nan	nan	nan	nan	0.93286413	-0.63043147	nan	nan	nan	nan	-4.533587	R0:N6:S0:1	0.93286413	20a4d9d	v2.1.5	 3.60e-02	 1.26e-03	 3.55e-03	general_bath_1D.py	2023-07-27@13:40
2L_4b_gen	0.55042973	-0.99480191	0.32505574	4	0.45565772	-0.23144098	0.46013638	-0.23053569	1.15	1	0.3130355	0.34090154	0.31336271	0.3410527	0.89183599	-0.99480191	nan	nan	nan	nan	nan	0.93301874	-0.63126168	nan	nan	nan	nan	-4.5310265	R0:N6:S0:1	0.93301874	20a4d9d	v2.1.5	 3.57e-02	 2.48e-03	 1.65e-03	general_bath_1D.py	2023-07-27@13:41
2L_4b_gen	0.55481152	-0.99390601	0.32885843	4	0.45986135	-0.23319109	0.46441021	-0.23244571	1.15	1	0.31359671	0.34258425	0.31396326	0.34276387	0.88996013	-0.99390601	nan	nan	nan	nan	nan	0.93147538	-0.63086112	nan	nan	nan	nan	-4.5401894	R0:N6:S0:1	0.93147538	20a4d9d	v2.1.5	 3.62e-02	 4.08e-03	 2.18e-03	general_bath_1D.py	2023-07-27@13:42
2L_4b_gen	0.5490133	-0.99248536	0.31997537	4	0.45266568	-0.23068237	0.45702318	-0.22970089	1.15	1	0.31323695	0.34010963	0.31353357	0.34024519	0.89225701	-0.99248536	nan	nan	nan	nan	nan	0.93237808	-0.62909356	nan	nan	nan	nan	-4.5281686	R0:N6:S0:1	0.93237808	20a4d9d	v2.1.5	 3.58e-02	 5.25e-03	 3.56e-03	general_bath_1D.py	2023-07-27@13:43
2L_4b_gen	0.55450843	-0.9938856	0.32291416	4	0.46256669	-0.23336298	0.46701904	-0.23265565	1.15	1	0.31395635	0.34174065	0.31431021	0.34191868	0.89082433	-0.9938856	nan	nan	nan	nan	nan	0.93336251	-0.63154405	nan	nan	nan	nan	-4.5393579	R0:N6:S0:1	0.93336251	20a4d9d	v2.1.5	 3.58e-02	 5.49e-03	 3.15e-03	general_bath_1D.py	2023-07-27@13:44
2L_4b_gen	0.54843193	-0.99168629	0.32034348	4	0.45236559	-0.23041788	0.45642541	-0.22941376	1.15	1	0.31232627	0.34133473	0.31258789	0.34144298	0.88983347	-0.99168629	nan	nan	nan	nan	nan	0.93205628	-0.62790659	nan	nan	nan	nan	-4.5273492	R0:N6:S0:1	0.93205628	20a4d9d	v2.1.5	 3.55e-02	 3.05e-03	 3.21e-03	general_bath_1D.py	2023-07-27@13:45

model	omega	E_kin	E_pot	U	eb1_1	eb2_1	eb3_1	eb4_1	mu	t	tb1_1	tb2_1	tb3_1	tb4_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	E0_1	sector_1	n_1	githash	version	distance	diff_param	diff_hybrid	script	time	
2L_4b_gen	0.54190212	-0.99600831	0.34555136	4	0.45663962	-0.2256198	0.4593929	-0.22481398	1.25	1	0.31310548	0.34029841	0.31321654	0.34037913	0.91754517	-0.99600831	nan	nan	nan	nan	nan	0.94502813	-0.63686785	nan	nan	nan	nan	-4.695645	R0:N6:S0:1	0.94502813	20a4d9d	v2.1.5	 2.80e-02	 8.85e-02	 1.00e+06	general_bath_1D.py	2023-07-27@13:46
2L_4b_gen	0.63629995	-0.97965295	0.34421875	4	0.62664203	-0.27416575	0.6268346	-0.27531669	1.25	1	0.327115	0.35531195	0.32736935	0.3555053	0.91525808	-0.97965295	nan	nan	nan	nan	nan	0.95788158	-0.64386206	nan	nan	nan	nan	-4.884427	R0:N6:S0:1	0.95788158	20a4d9d	v2.1.5	 2.84e-02	 1.49e-02	 4.30e-02	general_bath_1D.py	2023-07-27@13:46
2L_4b_gen	0.62588341	-0.97871315	0.34074237	4	0.65463748	-0.27303431	0.65740773	-0.27399646	1.25	1	0.32189835	0.35409498	0.32231669	0.35441033	0.91565218	-0.97871315	nan	nan	nan	nan	nan	0.96243444	-0.6501652	nan	nan	nan	nan	-4.8633238	R0:N6:S0:1	0.96243444	20a4d9d	v2.1.5	 2.82e-02	 7.29e-03	 9.32e-03	general_bath_1D.py	2023-07-27@13:47
2L_4b_gen	0.62644288	-0.98052767	0.31507362	4	0.66881375	-0.27439831	0.6719906	-0.27522014	1.25	1	0.32036368	0.35534351	0.32078383	0.35565084	0.91454537	-0.98052767	nan	nan	nan	nan	nan	0.96242962	-0.65465062	nan	nan	nan	nan	-4.8644501	R0:N6:S0:1	0.96242962	20a4d9d	v2.1.5	 2.86e-02	 1.05e-03	 4.01e-03	general_bath_1D.py	2023-07-27@13:48
2L_4b_gen	0.62435841	-0.97561534	0.33668257	4	0.66736238	-0.27391673	0.67100892	-0.27491664	1.25	1	0.31933027	0.3540054	0.31983795	0.35436474	0.9153045	-0.97561534	nan	nan	nan	nan	nan	0.96269688	-0.65093389	nan	nan	nan	nan	-4.8599252	R0:N6:S0:1	0.96269688	20a4d9d	v2.1.5	 2.80e-02	 5.07e-03	 1.91e-03	general_bath_1D.py	2023-07-27@13:49
2L_4b_gen	0.6270375	-0.97755302	0.34099469	4	0.67759364	-0.27567254	0.68073269	-0.2764664	1.25	1	0.31983923	0.35457207	0.3202547	0.35486745	0.91442707	-0.97755302	nan	nan	nan	nan	nan	0.96357501	-0.65356487	nan	nan	nan	nan	-4.8655134	R0:N6:S0:1	0.96357501	20a4d9d	v2.1.5	 2.84e-02	 2.74e-03	 1.61e-03	general_bath_1D.py	2023-07-27@13:50
2L_4b_gen	0.62276801	-0.97903045	0.33964385	4	0.67239936	-0.27360264	0.67591502	-0.27437641	1.25	1	0.31899308	0.35453123	0.31943889	0.35484463	0.91483568	-0.97903045	nan	nan	nan	nan	nan	0.96446272	-0.65486129	nan	nan	nan	nan	-4.8571978	R0:N6:S0:1	0.96446272	20a4d9d	v2.1.5	 2.89e-02	 5.03e-03	 1.65e-03	general_bath_1D.py	2023-07-27@13:51
2L_4b_gen	0.62068087	-0.97907197	0.33923074	4	0.66231732	-0.27262071	0.66625546	-0.27347383	1.25	1	0.31729754	0.35440012	0.31779729	0.35474636	0.91471784	-0.97907197	nan	nan	nan	nan	nan	0.96368116	-0.65408242	nan	nan	nan	nan	-4.8529677	R0:N6:S0:1	0.96368116	20a4d9d	v2.1.5	 2.87e-02	 3.42e-04	 1.17e-03	general_bath_1D.py	2023-07-27@13:52
2L_4b_gen	0.62164406	-0.98200122	0.34357104	4	0.66199442	-0.27283177	0.66582292	-0.27371513	1.25	1	0.31781285	0.35437394	0.31832052	0.35471875	0.91462758	-0.98200122	nan	nan	nan	nan	nan	0.96307808	-0.65629014	nan	nan	nan	nan	-4.8547702	R0:N6:S0:1	0.96307808	20a4d9d	v2.1.5	 2.83e-02	 3.77e-03	 5.46e-04	general_bath_1D.py	2023-07-27@13:53
2L_4b_gen	0.62664827	-0.97887238	0.32349314	4	0.66907837	-0.27492208	0.67277498	-0.27589335	1.25	1	0.31911618	0.35555434	0.31962251	0.35590743	0.91435083	-0.97887238	nan	nan	nan	nan	nan	0.96357402	-0.65393937	nan	nan	nan	nan	-4.8651134	R0:N6:S0:1	0.96357402	20a4d9d	v2.1.5	 2.89e-02	 5.05e-03	 1.35e-03	general_bath_1D.py	2023-07-27@13:54
2L_4b_gen	0.62001971	-0.97866934	0.34101646	4	0.65951757	-0.27214367	0.66350101	-0.27304444	1.25	1	0.31744717	0.35394012	0.31796245	0.35429878	0.914265	-0.97866934	nan	nan	nan	nan	nan	0.96240312	-0.65341225	nan	nan	nan	nan	-4.8515287	R0:N6:S0:1	0.96240312	20a4d9d	v2.1.5	 2.85e-02	 3.35e-03	 1.82e-03	general_bath_1D.py	2023-07-27@13:54
2L_4b_gen	0.62185176	-0.97990139	0.34016102	4	0.66624934	-0.27291893	0.66985332	-0.27385002	1.25	1	0.31871043	0.35402986	0.31918824	0.3543799	0.91410741	-0.97990139	nan	nan	nan	nan	nan	0.96266872	-0.65498438	nan	nan	nan	nan	-4.8551735	R0:N6:S0:1	0.96266872	20a4d9d	v2.1.5	 2.84e-02	 1.32e-03	 8.72e-04	general_bath_1D.py	2023-07-27@13:55
2L_4b_gen	0.6209231	-0.97582187	0.33730996	4	0.66368323	-0.27242068	0.6672872	-0.27328558	1.25	1	0.31850449	0.35383254	0.31898178	0.35416292	0.91577974	-0.97582187	nan	nan	nan	nan	nan	0.96356565	-0.65075231	nan	nan	nan	nan	-4.8531519	R0:N6:S0:1	0.96356565	20a4d9d	v2.1.5	 2.80e-02	 4.76e-03	 4.09e-04	general_bath_1D.py	2023-07-27@13:56
